Season,twaDeltaB,twaPrice,l2sr,podRate,maxNegativeTwaDeltaB,isNewMaxTwaDeltaB,Capacity_at_Smin_100,Capacity_at_Smin_200,Capacity_at_Smin_300,Capacity_at_Smin_400,Capacity_at_Smin_500,Capacity_at_Smin_600,Capacity_at_Smin_700,Capacity_at_Smin_800,Capacity_at_Smin_900,Capacity_at_Smin_1000
3944,-437521.036,0.706,0.136,327.803,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3945,-437574.172,0.706,0.136,327.826,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3946,-437539.341,0.706,0.136,327.858,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3947,-438088.221,0.705,0.136,327.897,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3948,-440345.671,0.704,0.136,327.945,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3949,-438683.102,0.705,0.136,328.001,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3950,-436025.99,0.707,0.136,328.06,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3951,-435047.612,0.707,0.137,328.082,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3952,-434308.326,0.708,0.137,328.112,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3953,-436050.416,0.707,0.136,328.152,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3954,-441209.787,0.703,0.136,328.199,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3955,-439350.336,0.704,0.136,328.255,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3956,-438387.14,0.705,0.136,328.313,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3957,-436037.004,0.707,0.136,328.336,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3958,-435448.517,0.707,0.136,328.367,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3959,-435778.005,0.707,0.136,328.406,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3960,-437351.098,0.706,0.136,328.454,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3961,-439120.646,0.705,0.136,328.509,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3962,-439203.02,0.705,0.136,328.567,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3963,-438156.758,0.705,0.136,328.59,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3964,-441006.251,0.703,0.136,328.621,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3965,-441372.566,0.703,0.136,328.661,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3966,-439462.035,0.704,0.136,328.708,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3967,-438722.737,0.705,0.136,328.763,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3968,-440438.988,0.704,0.136,328.822,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3969,-441676.797,0.703,0.136,328.845,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3970,-443864.475,0.701,0.135,328.876,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3971,-444575.049,0.701,0.135,328.915,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3972,-443280.912,0.702,0.135,328.963,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3973,-443220.567,0.702,0.135,329.018,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3974,-443698.69,0.702,0.135,329.076,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3975,-445269.17,0.701,0.135,329.099,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3976,-443219.052,0.702,0.136,329.131,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3977,-443682.722,0.702,0.136,329.17,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3978,-444021.267,0.702,0.135,329.217,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3979,-444194.075,0.702,0.136,329.273,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3980,-446626.108,0.7,0.135,329.331,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3981,-444809.958,0.701,0.136,329.354,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3982,-443557.165,0.702,0.136,329.385,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3983,-448045.97,0.699,0.135,329.423,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3984,-454800.675,0.695,0.134,329.471,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3985,-453632.455,0.695,0.134,329.528,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3986,-456809.013,0.693,0.134,329.585,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3987,-458049.446,0.693,0.133,329.609,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3988,-457065.772,0.693,0.134,329.641,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3989,-455001.921,0.695,0.134,329.681,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3990,-452189.147,0.696,0.134,329.729,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3991,-448678.024,0.699,0.135,329.785,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3992,-447974.978,0.699,0.135,329.842,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3993,-447313.125,0.7,0.135,329.865,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3994,-447540.279,0.7,0.135,329.896,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3995,-452682.437,0.696,0.134,329.936,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3996,-457422.897,0.693,0.134,329.984,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3997,-456091.968,0.694,0.134,330.04,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3998,-456897.862,0.693,0.134,330.04,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
3999,-455641.77,0.694,0.134,330.064,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4000,-454622.66,0.694,0.134,330.095,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4001,-453058.382,0.695,0.134,330.135,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4002,-450610.381,0.697,0.134,330.183,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4003,-446933.12,0.699,0.135,330.238,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4004,-444294.501,0.701,0.135,330.3,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4005,-449088.549,0.698,0.134,330.357,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4006,-447341.793,0.699,0.135,330.38,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4007,-443558.867,0.701,0.135,330.411,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4008,-442434.956,0.702,0.135,330.449,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4009,-445910.984,0.7,0.135,330.496,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4010,-446679.173,0.699,0.135,330.551,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4011,-450074.257,0.696,0.134,330.608,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4012,-449687.274,0.697,0.134,330.631,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4013,-448021.595,0.698,0.134,330.662,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4014,-448417.248,0.698,0.134,330.701,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4015,-448506.257,0.698,0.134,330.748,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4016,-447028.725,0.699,0.134,330.803,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4017,-450379.283,0.696,0.134,330.86,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4018,-451026.696,0.696,0.134,330.883,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4019,-451939.319,0.695,0.134,330.914,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4020,-456091.389,0.693,0.133,330.953,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4021,-458290.674,0.691,0.133,331.001,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4022,-452153.48,0.694,0.132,331.056,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4023,-448129.641,0.696,0.133,331.113,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4024,-447355.618,0.697,0.133,331.136,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4025,-447086.205,0.697,0.133,331.167,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4026,-446767.73,0.697,0.133,331.205,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4027,-444384.573,0.699,0.133,331.248,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4028,-439155.832,0.702,0.134,331.27,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4029,-446536.54,0.698,0.133,331.3,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4030,-464249.254,0.687,0.132,331.339,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4031,-463983.388,0.689,0.133,331.339,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4032,-459722.314,0.691,0.134,331.362,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4033,-452955.138,0.696,0.135,331.394,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4034,-447901.54,0.699,0.135,331.432,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4035,-452662.024,0.696,0.134,331.479,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4036,-455858.026,0.693,0.134,331.534,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4037,-454934.924,0.694,0.134,331.597,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4038,-456083.792,0.693,0.134,331.668,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4039,-455615.218,0.694,0.134,331.747,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4040,-454201.699,0.695,0.134,331.784,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4041,-451388.378,0.696,0.134,331.807,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4042,-450098.206,0.697,0.135,331.837,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4043,-450245.214,0.697,0.135,331.876,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4044,-450797.496,0.697,0.134,331.876,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4045,-449190.046,0.698,0.134,331.899,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4046,-450119.071,0.697,0.134,331.929,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4047,-449248.419,0.697,0.134,331.968,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4048,-452266.858,0.695,0.134,331.968,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4049,-455361.98,0.693,0.133,331.99,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4050,-455229.789,0.693,0.133,332.021,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4051,-456412.204,0.693,0.133,332.06,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4052,-457026.557,0.692,0.133,332.06,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4053,-457811.095,0.692,0.133,332.083,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4054,-453389.377,0.695,0.134,332.114,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4055,-450121.403,0.697,0.134,332.153,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4056,-449448.172,0.697,0.134,332.153,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4057,-450323.238,0.697,0.134,332.175,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4058,-444040.404,0.701,0.135,332.205,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4059,-440763.617,0.703,0.136,332.243,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4060,-433824.982,0.708,0.137,332.243,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4061,-426032.403,0.713,0.138,332.265,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4062,-429252.851,0.711,0.137,332.293,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4063,-429434.465,0.71,0.137,332.33,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4064,-425939.066,0.713,0.138,332.33,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4065,-430550.827,0.711,0.138,332.351,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4066,-431628.155,0.711,0.138,332.38,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4067,-427708.418,0.713,0.139,332.417,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4068,-434930.109,0.709,0.138,332.417,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4069,-437373.42,0.708,0.138,332.439,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4070,-438507.997,0.707,0.138,332.468,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4071,-434697.756,0.71,0.139,332.505,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4072,-421587.177,0.718,0.141,332.549,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4073,-414873.264,0.723,0.142,332.599,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4074,-415659.48,0.722,0.142,332.619,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4075,-414010.057,0.723,0.142,332.647,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4076,-399456.928,0.731,0.143,332.682,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4077,-387190.164,0.738,0.144,332.722,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4078,-377374.191,0.745,0.145,332.722,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4079,-379793.482,0.743,0.145,332.741,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4080,-376572.116,0.746,0.145,332.766,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4081,-373661.959,0.748,0.146,332.798,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4082,-374359.36,0.747,0.146,332.837,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4083,-376153.779,0.746,0.146,332.851,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4084,-375313.941,0.747,0.146,332.869,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4085,-379034.194,0.744,0.145,332.894,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4086,-378224.713,0.745,0.145,332.927,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4087,-384074.303,0.742,0.146,332.966,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4088,-374520.48,0.748,0.147,332.979,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4089,-361733.426,0.757,0.149,332.997,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4090,-371214.367,0.751,0.148,333.022,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4091,-367166.166,0.753,0.149,333.053,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4092,-357198.844,0.76,0.15,333.09,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4093,-361920.447,0.757,0.149,333.104,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4094,-358706.129,0.759,0.15,333.121,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4095,-365806.111,0.754,0.149,333.145,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4096,-353010.974,0.76,0.148,333.176,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4097,-350381.686,0.762,0.148,333.212,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4098,-345819.97,0.765,0.149,333.226,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4099,-342506.47,0.767,0.149,333.24,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4100,-344320.775,0.766,0.149,333.253,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4101,-342064.034,0.767,0.15,333.267,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4102,-342439.138,0.767,0.149,333.281,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4103,-341255.385,0.768,0.15,333.294,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4104,-340636.471,0.768,0.15,333.308,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4105,-340102.661,0.769,0.15,333.322,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4106,-343321.086,0.767,0.149,333.335,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4107,-342899.416,0.767,0.149,333.349,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4108,-342595.267,0.767,0.149,333.363,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4109,-345442.674,0.765,0.149,333.376,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4110,-344583.185,0.766,0.149,333.39,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4111,-339860.129,0.769,0.15,333.404,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4112,-338573.745,0.77,0.15,333.417,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4113,-332307.256,0.774,0.151,333.431,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4114,-337202.684,0.771,0.15,333.445,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4115,-333868.349,0.773,0.151,333.458,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4116,-339229.549,0.769,0.15,333.472,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4117,-337470.933,0.771,0.15,333.486,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4118,-333956.215,0.773,0.151,333.499,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4119,-328567.371,0.776,0.151,333.513,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4120,-310698.575,0.785,0.151,333.528,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4121,-308895.933,0.787,0.151,333.542,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
4122,-304224.053,0.79,0.152,333.556,-849402.101,False,8494.021,4247.011,2831.34,2123.505,1698.804,1415.67,1213.432,1061.753,943.78,849.402
